prop_id,name,location,zip
M211B,St. Nicholas Playground North,W/s 7 Ave. at W. 130 St.,10027
M212,The Queen Elizabeth II September 11th Garden,"Hanover Sq., Pearl St. and Stone St.",10005
M213,Mae Grant Playground,"N/s E. 104 St., Madison Ave. and Park Ave.",10029
M214,Blake Hobbs Playground,E. 102 St. To E. 104 St. and 2 Ave.,10029
M215,Cherry Tree Park,"99 St. To 100 St., 3 Ave.",10029
M216,Holcombe Rucker Park,"W. 155 St., 8 Ave. To Harlem River Drive",10039
M217,Howard Bennett Playground,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",10037
M218,DeSalvio Playground,Spring St. and Mulberry St.,10012
M219,Tecumseh Playground,W. 78 St. and Amsterdam Ave.,10024
M220,Frederick Douglass Playground,Amsterdam Ave bet. W. 100 St. and W 102 St.,10025
M221,Gutenberg Playground,W. 49 St. bet. 9 Ave. and 10 Ave.,10019
M222,Grand Canal Court,"Thompson St., Canal St., Ave. of the Americas",10013
M223,Jacob H. Schiff Playground,Amsterdam Ave. bet. W. 136 St. and W. 138 St.,10031
M224,Straus Square,"Canal St., Rutgers St. and E. Broadway",10002
M225,Wagner Playground,E. 120 St. bet. 1 Ave. and 2 Ave.,10035
M226,Augustus St. Gaudens Playground,"2 Ave., E. 19 St. To E. 20 St.",10003
M227,Peter's Field,"E. 20 St. To E. 21 St., 1 Ave. To 2 Ave.",10010
M228,Henry M. Jackson Playground,"Jackson St., Madison St., Henry St.",10002
M229,Happy Warrior Playground,W. 97 St. and Amsterdam Ave.,10025
M230,Poor Richard's Playground,E. 109 St. bet. 2 Ave. and 3 Ave.,10029
M231,Damrosch Park,Amsterdam Ave. and W. 62 St.,10023
M232,Lincoln Center Plaza,"Columbus Ave., Amsterdam Ave., W. 63 St. and W. 65 St.",10023
M233,Matthew P. Sapolin Playground,W. 70 St. bet. W. End Ave. and Amsterdam Ave.,10023
M234,Wright Brothers Playground,St Nicholas Ave. and W. 156 St.,10032
M235,Sol Lain Plgd,"E. Broadway, Henry St., Gouverneur St.",10002
M236,Samuel Seabury Playground,"Lexington Ave., E. 95 St. To E. 96 St.",10128
M237,Corporal John A. Seravalli Playground,Hudson St. bet. Gansevoort St. and Horatio St.,10014
M238,Bloomingdale Playground,"Amsterdam Ave., W. 104 St. and W. 105 St.",10025
M239,P.S. 155 Playground,"E. 117 St. To E. 118 St., 1 Ave. To 2 Ave.",10035
M240,Audubon Playground,"Audubon Ave., W. 169 St. and W. 170 St.",10032
M241,Nathan Straus Playground,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,10002
M242,Collect Pond Park,Leonard St. bet. Centre St. and Lafayette St.,10013
M243,Eugene McCabe Field,"Park Ave., E. 120 St. To E. 121 St.",10035
M244,Sol Bloom Playground,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",10025
M245,Renaissance Playground,"7 Ave. To 8 Ave., W. 143 St. To W. 144 St.",10030
M246,Kimlau Square,"Chatham Sq., Oliver St. and E. Broadway",10038
M247,St. James Triangle,St James Pl. and Oliver St.,10038
M249,Penn South Playground,"W. 26 St., 8 Ave. To 9 Ave.",10001
M251,Bleecker Playground,"Hudson St., Bleecker St. and 8 Ave.",10014
M254,Gustave Hartman Square,"E. Houston St., Ave. C and E. 2 St.",10009
M255,James Madison Plaza,"Pearl St., Madison St. and St James Pl.",10038
M256,MacArthur Playground,"E. 48 St. To E. 49 St., FDR",10017
M257,Clement Clarke Moore Park,W. 22 St. and 10 Ave.,10011
M258,East River Playground,"FDR Dr., E. 106 St. To E. 107 St.",10029
M259,McKinley Playground,"Ave. A, E. 3 St. to E. 4 St.",10009
M260,Chelsea Recreation Center,"W. 25 St., 9 Ave. To 10 Ave.",10001
M263,Bellevue South Park,"E. 26 St. To E. 28 St., 2 Ave.",10016
M264,Playground Eighty Nine LXXXIX,"W. 89 St., Amsterdam Ave. and Columbus Ave.",10024
M265,Vincent F. Albano Jr. Playground,2 Ave. bet. E. 29 St. and E. 30 St.,10016
M270,Dry Dock Playground,"Szold Pl., E. 10 St., Ave. D",10009
M271A,Harlem RBI,E. 100 St. to E. 101 St. bet. 2 Ave. and 1 Ave.,10029
M273,Wagner Houses Pool,E. 124 St. bet. 1 Ave. and 2 Ave.,10035
M276,The Public Theater,Lafayette St. bet. Astor Pl. and E. 4 St.,10003
M277,Hell's Kitchen Park,10 Ave. bet. W. 47 St. and W. 48 St.,10036
M279,Duarte Square,"Ave. Of Americas, Canal St. and Grand St.",10013
M280,Tramway Plaza,Second Ave. bet. E. 59 St. to E. 60 St.,10022
M282,Septuagesimo UNO,71 St. bet. West End Ave. and Amsterdam Ave.,10023
M283,Battery Park City,"Hudson River, Liberty St. West St, and Pier A","10007, 10013, 10280"
M283A,Battery Park City,bet. Hudson River and South End Ave. S/o Liberty St.,10280
M284,Convent Garden,"Convent Ave., 151 St. and St. Nicholas Ave.",10031
M285,Dr. Ronald E. McNair Playground,Lexington Ave. bet. E. 122 St. and 123 St.,10035
M286,Asphalt Green,"E. 90 St., York Ave., FDR Dr.",10128
M287,Sheridan Square Viewing Garden,"Washington Pl., W. 4 St., Barrow St. ",10014
M288,Ramon Aponte Park,47 St. bet. 8 Ave. and 9 Ave.,10036
M289,East River Esplanade,FDR Dr. bet. E. 36 St. and E. 41 St.,10016
M290,Pier 107 CVII,FDR Dr. at E. 107 St.,10029
M292,Sunshine Playground,E. 101 St. bet. 3 Ave. and Lexington Ave.,10029
M294,Ruppert Park,Second Ave. bet. E. 90 St. and E. 91 St.,10128
M295,Mercer Playground,Mercer St. bet. Houston St. and W. 4 St.,10012
M300,Sherman Creek,10 Ave. bet. Academy St. and the Harlem River,10040
M301,St. Gregory's Playground,W. 90 St. bet. Amsterdam Ave. and Columbus Ave.,10024
M302,Dream Street Park,E. 124 St.bet. 2 Ave. and 3 Ave.,10035
M303,Abyssinian Tot Lot,W. 139 St. bet. Adam C Powell Blvd. and Lenox Ave. ,10030
M304,West 186th Street Basketball Court,"W. 186 St., Audubon Ave., St Nicholas Ave.",10033
M308,Washington Market Park,Chambers St. bet. Greenwich St. and West St.,10013
M318,Merchant's House Museum,E. 4 St. bet. Bowery and Lafayette St.,10003
M321,Lower East Side Playground,"E. 12 St., E. 11 St. bet. 1 Ave. and Ave. A",10009
M353,Riverside Park South,"12 Ave., Riverside Blvd. bet. W. 59 St. and W. 72 St.","10019, 10023"
M355,Robert L. Clinkscales Playground and Community Garden,W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.,10039
M360,The High Line,Gansevoort St. To W. 30 St. bet. Washington St. and 11 Ave.,"10001, 10011, 10014"
M366,Tribeca Dog Run,Warren St. bet. Greenwich St. and West St.,10007
M369,Pier 42,South Side of FDR Dr. at Gouverneur St. ,10002
M376,West Harlem Piers,Henry Hudson Pkwy. bet. St Clair Pl. and W. 135 St.,"10024, 10027"
M378,Pearl St Playground,Pearl St. bet. Fulton St. and Beekman St.,10038
M379,Canal Park,Canal St. bet. West St. and Washington St.,10013
M385,DeLury Square,Fulton St.bet. Ryders Alley and Gold St.,10038
M386,Imagination Playground,"Front St., John St., and South St.",10038
M395,Fiorello La Guardia Park,La Guardia Pl. bet. W. 3 St. and Bleecker St.,10012
M399,Bella Abzug Park,Hudson Blvd. bet. W. 36 St. and W. 33 St.,"10001, 10018"
M402,Chelsea Green,W. 20 St. bet. Ave. of the Americas and 7 Ave.,10011
M404,NYC AIDS Memorial Park at St. Vincent’s Triangle,"7 Ave., W. 12 St., and Greenwich Ave.",10011
MT01,Mannahatta Park,Wall St bet. Water St. and South St.,10005
MT04,Coenties Slip,Coenties Slip bet. Pearl St. and Water St.,10004
MZ246,Greenstreet,Park Ave South Bet. E 17 & E 18 Sts,NA
MZ247,Greenstreet,Park Ave South Bet. E 18 & E 19 Sts,NA
MZ248,Greenstreet,Park Ave South Bet. E 19 & E 20 Sts,NA
MZ249,Greenstreet,Park Ave South Bet. E 20 & E 21 Sts,NA
MZ250,Greenstreet,Park Ave South Bet. E 21 & E 22 Sts,NA
MZ251,Greenstreet,Park Ave South Bet. E 22 & E 23 Sts,NA
MZ252,Greenstreet,Park Ave South Bet. E 23 & E 24 Sts,NA
MZ253,Greenstreet,Park Ave South Bet. E 24 & E 25 Sts,NA
MZ254,Greenstreet,Park Ave South Bet. E 25 & E 26 Sts,NA
MZ255,Greenstreet,Park Ave South Bet. E 27 & E 28 Sts,NA
MZ256,Greenstreet,Park Ave South Bet. E 28 & E 29 Sts,NA
MZ257,Greenstreet,Park Ave South Bet. E 29 & E 30 Sts,NA
MZ258,Greenstreet,Park Ave South Bet. E 30 & E 31 Sts,NA
MZ259,Greenstreet,Park Ave South Bet. E 31 & E 32 Sts,NA
MZ02,Spring Street Park,6 Ave & Spring St,NA
MZ06,Little Red Square,Bleecker St & Ave Of Americas,NA
MZ188,GREENSTREET,"Cabrini Blvd, W 187th St, and Pinehurst Ave",NA
MZ21,GREENSTREET,Harlem River Drive Sr West And 5th Ave ,NA
MZ213,GREENSTREET,Broadway And Edward M Morgan Place,NA
MZ280,Minerva Bernardino Greenstreet,Amsterdam Ave Bet. W. 109 St & Cathedral Pkwy,NA
MZ30,GREENSTREET,Leonard St And W. Broadway And Broadway,NA
MZ31,GREENSTREET,La Guardia Pl. btw Bleecker & W Houston,NA
MZ43,GREENSTREET,Pearl St And Ave Of The Finest At Fdr Dr,NA
MZ49,Dekovats Triangle,E 92 St & York Ave & FDR SB Entrance,NA
MZ69,GREENSTREET,First Ave Between E 47 St And E 46 St,NA
Q001,Alley Pond Park,"Little Neck Bay, L.I.E., Union Tpk, bet. Springfield Blvd, Douglaston Pkwy, Hanford St","11361, 11362, 11363, 11364, 11426"
Q001A,Alley Athletic Playground,Winchester Blvd. bet. Union Tpke. and the Grand Central Pkwy.,11426
Q002,Grover Cleveland Playground,Stanhope St. bet. Fairvier Ave. and Grandview Ave.,11385
Q003,Ashmead Park,Liberty Ave. bet. 168 St. and 168 Pl. ,11433
Q004,Astoria Park,19 St. bet. Astoria Park S. and Ditmars Blvd. ,11105
Q004A,Ralph Demarco Park,Shore Blvd. bet. Ditmars Blvd. and 20 Ave.,11105
Q005,Baisley Pond Park,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S. ",11434
Q006,Bowne Park,"29 Ave., 32 Ave. bet. 155 St. and 159 St.",11354
Q007,Bayswater Park,"Dwight Ave., Seagirt Blvd. bet. Beach 38 St. and Bay 32 St.",11691
Q008,Brookville Park,"S. Conduit Ave., 149 Ave. bet. 232 St. and 235 St. ","11413, 11422"
Q009,Macneil Park,Poppenhusen Ave. bet. 115 St. and College Pl.,11356
Q010,Clearview Park Golf Course,"202 St., Clearview Exwy., bet. Cross Island Pkwy. and 23 Ave.",11360
Q010A,Little Bay Park,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,"11359, 11360"
Q011,Poppenhusen Playground,"20 Ave., 21 Ave. bet. 123 St. and 124 St.",11356
Q012,Crocheron Park,"214 Pl., 214 La., 215 Pl, Cross Island Pkwy. bet. 33 Ave. and 35 Ave.",11361
Q012B,John Golden Park,"215 Pl., Cross Island Pkwy. bet. 31 Rd. and 33 Ave.","11360, 11361"
Q013,Veterans Grove,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",11373
Q014,Astoria Heights Playground,30 Rd. bet. 45 St. and 46 St.,11103
Q015,Forest Park,"Myrtle Ave., Union Turnpike, Park Lane South bet. Brooklyn-Queens County Line and Park Lane","11375, 11385, 11415, 11421"
Q017,The Olde Towne of Flushing Burial Ground,46 Ave. bet. 164 St. and 165 St.,11358
Q018,Gordon Triangle,"10 St., Vernon Blvd. bet. 44 Rd. and 45 Ave.",11101
Q019,Garlinge Triangle,"Grand Ave., 57 Ave. bet. 72 Pl and Mazeau St.",11378
Q020,Highland Park,"Jackie Robinson Pkwy., Vermont Ave., Highland Blvd. bet. Bulwer Pl. and Cypress Hills St.","11207, 11208, 11385"
Q021,Cunningham Park,"LIE., 73 Ave., Union Turnpike, GCP bet. 193 St., Francis Lewis Blvd., Hollis Hills Ter., and 210 St.","11364, 11423, 11427"
Q021B,McLaughlin Playground,McLaughlin Ave. bet. Sutro St. and Francis Lewis Blvd.,11423
Q021C,Seven Gables Playground,"210 St., Oceania St. bet. the Long Island Exwy. and 64 Ave. ",11364
Q022,Margaret I. Carman Green - Weeping Beech,37 Ave. bet. Bowne St. and Parsons Blvd.,11354
Q023,Rufus King Park,"Jamaica Ave., 89 Ave. bet. 150 St. and 153 St.",11432
Q024,Kissena Park,"Fresh Meadows La., Kissena Blvd., bet. Oak Ave., Underhill., and Booth Memorial Ave.",11365
Q025,Major Mark Park,Hillside Ave. bet. 173 St. and 175 St.,11432
Q026,Park Of The Americas,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",11368
Q027,Laurelton Parkway,"121 Ave., N. Conduit Ave. bet. Laurelton Pkwy. Sr. Rd. S and Brookville Blvd.","11003, 11580, 11411, 11422"
Q028,Beach Channel Park,Beach Channel Dr. bet. B. 117 St. and B. 124 St.,11694
Q028A,Tribute Park,Beach Channel Dr. bet. B. 116 St. and B. 117 St.,11694
Q029,William F Moore Park,"108 St., Corona Ave. bet. 51 Ave. and 52 Ave.",11368
Q030,Midland Malls,Midland Pkwy. bet. Surrey Place and Hillside Ave.,11432
Q031,Lawrence Virgilio Playground,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",11377
Q031A,Doughboy Plaza,Woodside Ave. bet. 54 St. and 56 St.,11377
Q032,McKenna Triangle,"Jackson Ave.,  Court Sq., 45 Ave.",11101
Q033,Mall Eighteen,18 Ave. bet. 126 St. and 127 St.,11356
Q034,Sabba Park,"Queens Blvd. bet.  48 St., Greenpoint Ave. and 50 St.",11377
Q035,Mall Thirty Four XXXIV,"34 Ave. bet. 79 St. and 92 St., Junction Blvd. and 11 St.","11368, 11372"
Q036A,Rafferty Triangle,"44 Dr., Hunter St. Crescent St.",11101
Q037,Neponsit Mall,Rockaway Beach Blvd. bet. Beach 149 St. and Beach 142 St.,11694
Q038,Benninger Playground,Madison St. bet. 60 Pl. and Fresh Pond Rd.,11385
Q040,Elmjack Mall,75 St. bet. 37 Ave. and Woodside Ave.,"11372, 11373"
Q041,Newtown Playground,"56 Ave., 92 St.",11373
Q042,Poppenhusen Park,"College Pl., College Pt. Blvd., bet. 11 Ave. and 12 Ave.",11356
Q043,Proctor-Hopson Circle,"Merrick Blvd., 169 Pl., 108 Rd.",11433
Q044,L/CPL Thomas P. Noonan Jr. Playground,"47 Ave., Greenpoint Ave. bet. 42 St. and 43 St.",11104
Q045,Andrews Grove,49 Ave. bet. 5 St. and Vernon Blvd.,11101
Q046,Josephine Caminiti Playground,102 St. bet. Corona Ave. and Alstyne Ave.,11368
Q047,Queens Village Veterans Plaza,Springfield Blvd. bet. Jamaica Ave. and Amboy La.,11429
Q048,Rainey Park,Vernon Blvd. bet. 33 Rd. and 34 Ave.,11106
Q050,Rockaway Beach,"Ocean Promenade, bet. Beach 126 St. and Beach 110 St.",11694
Q051,St. Albans Park,"169 St., Merrick Blvd., Marne Pl. bet. Linden Blvd., Sayres Ave., and 111 Rd.",11433
Q052,Captain Tilly Park,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",11432
Q053,Equity Playground,88 Ave. to 89 Ave. at 90 St.,11421
Q055,Veteran's Square,"National St., 42 Ave., 102 St.",11368
Q056,Clemens Triangle,"Myrtle Ave., Cypress Ave., Cornelia St.",11385
Q057,Sohncke Square,"Woodside Ave., 58 St., Roosevelt Ave.",11377
Q058,Dunningham Triangle,"82 St., Ithaca St., Baxter Ave.",11373
Q059,Catharine Turner Richardson Park,"Douglaston Pkwy., 240 St. bet. 42 Ave. and 43 Ave.",11363
Q060,Nine Heroes Plaza,"Broadway, 41 Ave., 76 St.",11373
Q061,Steinmann Triangle,"Skillman Ave., Roosevelt Ave. bet. 55 St. and 56 St.",11377
Q062,Fleetwood Triangle,"Woodhaven Blvd., 63 Dr., Penelope Ave.",11374
Q063,Luke J. Lang Square,"Fresh Pond Rd., 59 Rd. and 61 St.",11378
Q065,John Vincent Daniels Jr. Square,"43 Ave., Roosevelt Ave. bet. 50 St., 51 St. and 52 St.",11377
Q066B,Triborough Bridge Playground B,Hoyt Ave. bet. 21 St. and 23 St.,11102
Q066C,Triborough Bridge Playground C,Hoyt Ave. bet. 23 St. and  24 St.,11102
Q066D,Triborough Bridge Playground D,"Hoyt Ave., bet. 24 St. and Crescent St.",11102
Q066E,Triborough Bridge Playground E,"Hoyt Ave., bet. Crescent St. and 26 St.",11102
Q066F,Hoyt Playground,Hoyt Ave. North bet. 29 St. and 31 St.,11102
Q066G,Sitting Area,Hoyt Ave. bet. 19 St. and 21 St.,11102
Q066H,Chappetto Square,Hoyt Ave. bet. 21 St. and 23 St.,11102
Q067,Pigeon Paradise,"Broadway, 69 St., 37 Ave.",11377
Q067A,General Hart Playground,"Broadway, 37 Ave. bet. 65 St. and 69 St.",11377
Q069,Middleburgh Triangle,"Corona Ave., 90 St., 48 Ave.",11373
Q070,Trolley Car Triangle,"Astoria Blvd., 97 St. and Jackson Mill Rd.",11369
Q072,Short Triangle,"Jackson Ave., 45 Rd., 23 St.",11101
Q073,Plaut Triangle,"Northern Blvd., 43 Ave. bet. 169 St. and 170 St.",11358
Q075,Glendale Veterans Triangle,"Myrtle Ave., Cooper Ave., 70 St.",11385
Q076,Legion Triangle,"Rockaway Blvd., Eldert La.",11421
Q079,Wellbrock Triangle,"109 Ave., 106 St., Rockaway Blvd.",11417
Q080,Veterans Plaza,"Jackson Mill Rd., 32 Ave. bet. 93 St. and 94 St.",11369
Q082,Wayanda Park,Robard La. bet. Hollis Ave. and Montery St.,11429
Q083,Jackie Robinson Parkway,"Jackie Robinson Parkway bet. Bushwick Ave. and Markwood Pl., Park La.","11207, 11375, 11385, 11415"
Q084,Grand Central Parkway,"Union Tp., Park Drive East to Nassau County Line","11004, 11005, 11362, 11364, 11367, 11423, 11426, 1"
Q084A,Grand Central Parkway Extension,"Astoria Blvd. and 48 St. to Union Tp., Park Drive East.","11103, 11367, 11368, 11369, 11370, 11371, 11375"
Q084B,Tepper Triangle,"GCP Service Rd. South, 173 St., Homelawn St.",11432
Q085,Gorman Playground,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",11370
Q086,Flushing Fields,"149 St. bet. 25 Ave. and 26 Ave., 29 Ave. and Bayside Ave.",11354
Q089B,Harvey Park,"144 St., Whitestone Exwy. bet. 15 Ave. and 20 Ave.",11357
Q090,Federalist Triangle,"55 Ave., Jay Ave., 65 Pl.",11378
Q092,Police Officer Edward Byrne Park,"N. Conduit Ave., 135 Ave. bet. 130 Pl. and 134 St.",11420
Q094,Tudor Park,"N. Conduit Ave., 133 Ave. bet. 80 St. and 88 St.",11417
Q094D,Gemini Fields,"S. Conduit Ave.,  Linden Blvd.,  149 Ave., bet. 79 St.  and 85 St.",11414
Q095,Vito Locascio Field,"N. Conduit Ave., 149 Ave., Cross Bay Blvd.",11417
Q096,Belt Parkway,Belt Pkwy. bet. Cross Bay Blvd. and Laurelton Pkwy.,"11413, 11414, 11420, 11430, 11434"
Q096A,Locust Grove Civic Triangle,N Conduit Av bet. 118 St and Lefferts Blvd,11420
Q096B,Southern Fields,N Conduit Av-Belt Pkwy bet. 114 and 117 Sts,11420
Q096E,Lefferts Playground,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,11420
Q098,Frank D. O'Connor Playground,Broadway and Woodside Ave. bet. 77 St. and 79 St.,11373
Q099,Flushing Meadows Corona Park,"Grand Central Pkwy., Whitestone Exwy. bet. 111 St. and College Point Blvd., Park Drive E.","11354, 11355, 11367, 11368"
Q100,Flushing Greens,Northern Blvd. bet. Main St. and Linden Blvd.,11354
Q100A,Daniel Carter Beard Mall,Northern Blvd. bet. Linden Pl. and Union St.,11354
Q101,Middle Village Playground,79 St. bet. 68 Rd. and 69 Ave.,11379
Q102,Juniper Valley Park,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",11379
Q103,Kennedy Playground,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",11361
Q104,Queensbridge Park,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",11101
Q105,Howard Von Dohlen Playground,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",11435
Q106,Daniel M. O'Connell Playground,"197 St., 196 St. bet. 113 Ave. and Murdock Ave.",11412
Q107,Springfield Park,"149 Av, Springfield Bl, 145 Rd, 184 St",11413
Q108,Laurelton Playground,Brookville Blvd. bet. 136 Ave. 137 Ave.,11422
Q116,One Room Schoolhouse Park,Astoria Blvd. bet. 90 St. and 89 St.,11369
Q118,Police Officer Nicholas Demutiis Park,Liberty Ave. bet. 101 St. and 102 St.,11417
Q119,Frederick B. Judge Playground,"134 St., 135 St., bet. 111 Ave. and Lincoln St., Linden Blvd",11420
Q120,Harvard Playground,179 Pl. bet. 90 Ave. and Jamaica Ave.,11432
Q121,Detective Keith L Williams Park,Liberty Ave. bet. 172 St. and 173 St.,11433
Q122,Junction Playground,34 Ave. bet. 96 St. and Junction Blvd.,11372
Q123,Astoria Health Playground,14 St. bet. 31 Ave. and 31 Dr.,11106
Q124,Myrtle Avenue Clemens Triangle,"Myrtle Ave., Cypress Ave., Putnam Ave.",11385
Q126,Francis Lewis Park,3 Ave. bet. Parsons Blvd and 147 St.,11357
Q127,Marconi Park,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",11433
Q128,London Planetree Playground,"Atlantic Ave., 95 Ave. bet. 88 St., 89 St.",11416
Q129,"Phil ""Scooter"" Rizzuto Park","Atlantic Ave., 95 Ave. bet. 127 St. and 125 St.",11419
Q130,Motor Parkway,"Winchester Blvd., 210 St. bet. 77 Ave. and Kingsbury Ave.",11364
Q131,Frank Principe Park,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",11378
Q133,Pat Williams Playground,"Hempstead Ave., 225 St. and 224 St. Cross Island Parkway Exit at 225 St.",11429
Q133A,Hempstead Ballfield,Hempstead Ave. bet. Cross Is. Pkwy. and 225 St.,11429
Q133B,Hempstead Bench Spread,104 Ave. bet. 225 St. and 227 St.,11429
Q134,Breininger Park,240 St. bet. Braddock Ave. and Fairbury Ave.,11426
Q135,Cross Island Parkway,Whitestone Exwy. at 13 Ave. to the Linden Blvd and the Belt Pkwy.,"11003, 11357, 11359, 11360, 11361, 11362, 11364, 1"
Q135A,McKee Triangle,"149 St., 15 Ave., Cross Island Pkwy.",11357
Q136,Playground 115,115 St. bet. 14 Ave. and 14 Rd.,11356
Q137,Columbus Square,"Astoria Blvd S., Hoyt Ave. S. bet. 31 St. and 32 St.",11103
Q139,Drumm Triangle,"Cypress Hills St., Cooper Ave., 65 Pl.",11385
Q140,Barclay Triangle,102 St. bet. Astoria Blvd. and 31 Ave.,11369
Q141,Murray Playground,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",11101
Q142,Jacob Riis Triangle,"Bessemer St., 116 St., 85 Ave.",11418
Q147,Ruoff Triangle,"Rockaway Blvd., 101 Ave., 87 St.",11416
Q148,Catholic War Veterans Square,"Rockaway Blvd. 116 Ave., 122 St.",11420
Q151,Grand Slope,"Kneeland Ave., Grand Ave. bet. Manilla St. and Haspel St.",11373
Q152,Horsebrook Island,"Justice Ave., 90 St., 56 Ave.",11373
Q157,Metro Triangle,"125 St.,  85 Ave., Metropolitan Ave.",11415
Q159,Father Reilly Square,"Winchester Blvd., 93 Ave., 220 St.",11428
Q160,O'Sullivan Plaza,"Astoria Blvd., 25 Ave., 88 St.",11369
Q162,Rockaway Beach and Boardwalk,Lands underwater bet. B. 2 St. and B. 73 St.,"11691, 11692"
Q162E,Beach 59th St Playground,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,11692
Q162H,Beach 30th Street Playground,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,11691
Q162I,Park,Rockaway Boardwalk bet. Crest Rd. and B. 17 St.,11691
Q162J,Beach 17 Playground,Seagirt Blvd bet. B. 17 St. and B. 12 St.,11691
Q162J01,Beach 9 Playground,Seagirt Blvd bet. B. 12 St. and B. 9 St.,11691
Q163,Rockaway Beach Boardwalk,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,"11692, 11693, 11694"
Q164,Rockaway Beach,Atlantic Ocean bet. B. 149 St. and B. 126 St.,11694
Q165,Spring Creek Park Addition,"155 Ave., Flatlands Ave., Belt Pkwy. bet. Fountain Ave. and 80 St.","11208, 11414"
Q168,Alexander Grey Triangle,"Clintonville St., 7 Ave. and 151 St,",11357
Q172,Corona Plaza,Roosevelt Ave. bet. National St. and 104 St.,11368
Q173,American Triangle,"41 Av, 102 St, National Av",11368
Q174A,St. Michael's Playground,"30 Ave. To 31 Ave. and Boody St., BQE",11377
Q177,Tudor Malls,133 Ave. bet. 82 St. and 86 St.,11417
Q178,Mall Forty Two XLII,"42 Av, Bell Bl To Francis Lewis Bl",11361
Q186,Jackson Mill Green,"94 St., Jackson Mill Rd. bet. 23 Ave. and 24 Ave.",11369
Q190,Corporal Ruoff Square,"Liberty Ave., Rockaway Blvd. bet. 94 St., Cross Bay Blvd. and 95 St.",11417
Q203,David J O'Connell Square,"Rockaway Blvd., 115 Ave. bet. 117 St. and 118 St.",11420
Q205A,Big Bush Playground,Laurel Hill Blvd. bet. 61 St. and 64 St.,11377
Q205B,Nathan Weidenbaum Playground,"Laurel Hill Blvd., 48 Ave. bet. 63 St. and 64 St.",11377
Q206,Eight Oaks Triangle,"125 St., Austin St., 84 Dr.",11415
Q207,MacDonald Park,Queens Blvd. bet. Yellowstone Blvd. and 70 Rd.,11375
Q208,Litchhult Square,"Jamaica Ave., Hempstead Ave. bet. 212 Pl and 213 St.",11429
Q209,Lawrence Triangle,"Parsons Blvd., 147 St. bet. Elm Ave. and 45 Ave.",11355
Q211,Maple Playground,Kissena Blvd. bet. Maple Ave. and Franklin Ave.,11355
Q212,Queens Valley Playground,137 St. bet. 76 Ave. and 76 Rd.,11367
Q213,Studley Triangle,"162 St., Northern Blvd., Crocheron Ave.,",11358
Q214,Leonard Square,"Northern Blvd., Roosevelt Ave. bet. 155 St. and 156 St.",11354
Q215,Whitey Ford Field,"26 Ave., bet. 1 St. and 2 St.",11102
Q217,Lt. Frank McConnell Park,"94 Ave., Atlantic Ave. bet. Leffers Blvd. and 120 St.",11419
Q218,Dutch Kills Playground,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",11106
Q219,Rockaway Freeway,"Rockaway Frwy. bet. Beach 108 St. and Regina Ave., Beach Channel Dr.","11691, 11692, 11693, 11694"
Q220B,Norelli-Hargreaves Playground,"Van Wyck Exwy. Sr. Rd. E., 142 St., 106 Ave.",11435
Q220C,Dr. Charles R. Drew Park,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 115 Ave. and 116 Ave.",11436
Q220D,Foch Sitting Area,"Van Wyck Exwy. Sr. Rd. E., 139 St., Fooch Blvd.",11436
Q220E,Playground One Forty,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 120 Ave. and Rockaway Blvd.",11436
Q220F,Maple Grove Park,Hoover Ave. bet. Queens Blvd. and 132 St.,11415
Q220G,Hoover - Manton Playgrounds,"Manton St. bet. 83 Ave., 134 St. and Main St.",11435
Q221,Farm Playground,73 Ave. bet. 195 St. and 196 Pl.,11365
Q222,Glenwood Landing,"Glenwood St., 39 Rd.",11363
Q223,Fresh Meadows Park,Horace Harding Exwy. Sr. Rd. S. bet. 188 St. and 190 St.,11365
Q224,Calvary Monument,"First Calvery, Greenpoint Ave., Gale St.",11101
