"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" Alert Station, NWT, Canada. 62W 82N                                                       "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 07-Aug-2018 last updated 05-Nov-2018                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1987, 03,   31851, 1987.2027,   354.03,   349.51,     353.80,   349.27,     354.03,   349.51
1987, 04,   31882, 1987.2877,   353.71,   349.02,     354.14,   349.44,     353.71,   349.02
1987, 05,   31912, 1987.3699,   354.67,   349.83,     354.46,   349.62,     354.67,   349.83
1987, 06,   31943, 1987.4548,   352.95,   350.09,     352.60,   349.81,     352.95,   350.09
1987, 07,   31973, 1987.5370,   348.36,   351.70,     346.53,   349.99,     348.36,   351.70
1987, 08,   32004, 1987.6219,   341.17,   350.52,     340.79,   350.19,     341.17,   350.52
1987, 09,   32035, 1987.7068,   340.54,   349.45,     341.53,   350.38,     340.54,   349.45
1987, 10,   32065, 1987.7890,   346.19,   350.68,     346.16,   350.58,     346.19,   350.68
1987, 11,   32096, 1987.8740,   349.33,   349.67,     350.50,   350.79,     349.33,   349.67
1987, 12,   32126, 1987.9562,   352.67,   350.44,     353.27,   351.01,     352.67,   350.44
1988, 01,   32157, 1988.0410,   354.19,   350.65,     354.80,   351.25,     354.19,   350.65
1988, 02,   32188, 1988.1257,   355.54,   351.39,     355.67,   351.51,     355.54,   351.39
1988, 03,   32217, 1988.2049,   356.28,   351.72,     356.32,   351.76,     356.28,   351.72
1988, 04,   32248, 1988.2896,   357.29,   352.56,     356.76,   352.03,     357.29,   352.56
1988, 05,   32278, 1988.3716,   356.99,   352.12,     357.16,   352.29,     356.99,   352.12
1988, 06,   32309, 1988.4563,   356.31,   353.51,     355.29,   352.56,     356.31,   353.51
1988, 07,   32339, 1988.5383,   348.53,   352.01,     349.22,   352.82,     348.53,   352.01
1988, 08,   32370, 1988.6230,   344.18,   353.63,     343.59,   353.08,     344.18,   353.63
1988, 09,   32401, 1988.7077,   -99.99,   -99.99,     344.46,   353.34,     344.46,   353.34
1988, 10,   32431, 1988.7896,   349.60,   354.09,     349.16,   353.57,     349.60,   354.09
1988, 11,   32462, 1988.8743,   354.90,   355.24,     353.51,   353.80,     354.90,   355.24
1988, 12,   32492, 1988.9563,   357.52,   355.28,     356.28,   354.00,     357.52,   355.28
1989, 01,   32523, 1989.0411,   356.39,   352.83,     357.77,   354.20,     356.39,   352.83
1989, 02,   32554, 1989.1260,   358.92,   354.73,     358.58,   354.38,     358.92,   354.73
1989, 03,   32582, 1989.2027,   360.15,   355.57,     359.12,   354.53,     360.15,   355.57
1989, 04,   32613, 1989.2877,   359.58,   354.83,     359.45,   354.69,     359.58,   354.83
1989, 05,   32643, 1989.3699,   359.59,   354.68,     359.73,   354.83,     359.59,   354.68
1989, 06,   32674, 1989.4548,   357.76,   354.86,     357.78,   354.95,     357.76,   354.86
1989, 07,   32704, 1989.5370,   351.61,   355.00,     351.55,   355.07,     351.61,   355.00
1989, 08,   32735, 1989.6219,   345.79,   355.26,     345.65,   355.17,     345.79,   355.26
1989, 09,   32766, 1989.7068,   346.22,   355.25,     346.30,   355.27,     346.22,   355.25
1989, 10,   32796, 1989.7890,   349.94,   354.49,     350.87,   355.35,     349.94,   354.49
1989, 11,   32827, 1989.8740,   354.76,   355.11,     355.12,   355.42,     354.76,   355.11
1989, 12,   32857, 1989.9562,   358.35,   356.09,     357.77,   355.49,     358.35,   356.09
1990, 01,   32888, 1990.0411,   359.34,   355.76,     359.14,   355.54,     359.34,   355.76
1990, 02,   32919, 1990.1260,   360.17,   355.96,     359.82,   355.59,     360.17,   355.96
1990, 03,   32947, 1990.2027,   360.83,   356.22,     360.25,   355.64,     360.83,   356.22
1990, 04,   32978, 1990.2877,   360.65,   355.86,     360.47,   355.68,     360.65,   355.86
1990, 05,   33008, 1990.3699,   360.26,   355.32,     360.66,   355.73,     360.26,   355.32
1990, 06,   33039, 1990.4548,   357.76,   354.85,     358.63,   355.79,     357.76,   354.85
1990, 07,   33069, 1990.5370,   351.33,   354.74,     352.33,   355.86,     351.33,   354.74
1990, 08,   33100, 1990.6219,   346.25,   355.78,     346.37,   355.95,     346.25,   355.78
1990, 09,   33131, 1990.7068,   347.14,   356.23,     347.02,   356.05,     347.14,   356.23
1990, 10,   33161, 1990.7890,   350.85,   355.43,     351.66,   356.16,     350.85,   355.43
1990, 11,   33192, 1990.8740,   355.80,   356.15,     355.99,   356.29,     355.80,   356.15
1990, 12,   33222, 1990.9562,   358.48,   356.21,     358.72,   356.42,     358.48,   356.21
1991, 01,   33253, 1991.0411,   360.55,   356.94,     360.17,   356.56,     360.55,   356.94
1991, 02,   33284, 1991.1260,   362.10,   357.86,     360.95,   356.70,     362.10,   357.86
1991, 03,   33312, 1991.2027,   360.99,   356.34,     361.47,   356.82,     360.99,   356.34
1991, 04,   33343, 1991.2877,   361.93,   357.11,     361.77,   356.96,     361.93,   357.11
1991, 05,   33373, 1991.3699,   361.51,   356.54,     362.05,   357.08,     361.51,   356.54
1991, 06,   33404, 1991.4548,   359.93,   357.00,     360.07,   357.21,     359.93,   357.00
1991, 07,   33434, 1991.5370,   354.17,   357.61,     353.78,   357.33,     354.17,   357.61
1991, 08,   33465, 1991.6219,   347.59,   357.18,     347.81,   357.45,     347.59,   357.18
1991, 09,   33496, 1991.7068,   348.71,   357.85,     348.48,   357.56,     348.71,   357.85
1991, 10,   33526, 1991.7890,   352.98,   357.59,     353.13,   357.66,     352.98,   357.59
1991, 11,   33557, 1991.8740,   357.56,   357.92,     357.45,   357.75,     357.56,   357.92
1991, 12,   33587, 1991.9562,   359.99,   357.70,     360.13,   357.82,     359.99,   357.70
1992, 01,   33618, 1992.0410,   362.17,   358.55,     361.51,   357.87,     362.17,   358.55
1992, 02,   33649, 1992.1257,   362.21,   357.95,     362.18,   357.91,     362.21,   357.95
1992, 03,   33678, 1992.2049,   363.79,   359.12,     362.61,   357.92,     363.79,   359.12
1992, 04,   33709, 1992.2896,   362.64,   357.80,     362.78,   357.93,     362.64,   357.80
1992, 05,   33739, 1992.3716,   363.18,   358.18,     362.90,   357.91,     363.18,   358.18
1992, 06,   33770, 1992.4563,   361.65,   358.78,     360.69,   357.89,     361.65,   358.78
1992, 07,   33800, 1992.5383,   353.94,   357.51,     354.17,   357.87,     353.94,   357.51
1992, 08,   33831, 1992.6230,   347.00,   356.69,     348.10,   357.84,     347.00,   356.69
1992, 09,   33862, 1992.7077,   347.85,   357.01,     348.72,   357.83,     347.85,   357.01
1992, 10,   33892, 1992.7896,   352.23,   356.83,     353.30,   357.82,     352.23,   356.83
1992, 11,   33923, 1992.8743,   356.80,   357.15,     357.54,   357.83,     356.80,   357.15
1992, 12,   33953, 1992.9563,   361.08,   358.78,     360.18,   357.85,     361.08,   358.78
1993, 01,   33984, 1993.0411,   361.93,   358.28,     361.53,   357.87,     361.93,   358.28
1993, 02,   34015, 1993.1260,   361.93,   357.64,     362.20,   357.90,     361.93,   357.64
1993, 03,   34043, 1993.2027,   362.76,   358.07,     362.63,   357.93,     362.76,   358.07
1993, 04,   34074, 1993.2877,   363.52,   358.64,     362.84,   357.96,     363.52,   358.64
1993, 05,   34104, 1993.3699,   -99.99,   -99.99,     363.03,   358.00,     363.03,   358.00
1993, 06,   34135, 1993.4548,   361.00,   358.03,     360.95,   358.05,     361.00,   358.03
1993, 07,   34165, 1993.5370,   354.18,   357.65,     354.51,   358.11,     354.18,   357.65
1993, 08,   34196, 1993.6219,   348.11,   357.82,     348.43,   358.19,     348.11,   357.82
1993, 09,   34227, 1993.7068,   348.48,   357.73,     349.10,   358.29,     348.48,   357.73
1993, 10,   34257, 1993.7890,   353.40,   358.07,     353.82,   358.41,     353.40,   358.07
1993, 11,   34288, 1993.8740,   357.02,   357.38,     358.24,   358.55,     357.02,   357.38
1993, 12,   34318, 1993.9562,   360.36,   358.05,     361.04,   358.70,     360.36,   358.05
1994, 01,   34349, 1994.0411,   363.06,   359.39,     362.55,   358.86,     363.06,   359.39
1994, 02,   34380, 1994.1260,   364.16,   359.84,     363.36,   359.04,     364.16,   359.84
1994, 03,   34408, 1994.2027,   364.86,   360.14,     363.92,   359.19,     364.86,   360.14
1994, 04,   34439, 1994.2877,   364.46,   359.56,     364.27,   359.36,     364.46,   359.56
1994, 05,   34469, 1994.3699,   364.31,   359.25,     364.58,   359.52,     364.31,   359.25
1994, 06,   34500, 1994.4548,   362.14,   359.15,     362.60,   359.68,     362.14,   359.15
1994, 07,   34530, 1994.5370,   356.73,   360.23,     356.22,   359.84,     356.73,   360.23
1994, 08,   34561, 1994.6219,   350.87,   360.64,     350.18,   360.00,     350.87,   360.64
1994, 09,   34592, 1994.7068,   350.49,   359.80,     350.91,   360.17,     350.49,   359.80
1994, 10,   34622, 1994.7890,   356.06,   360.76,     355.71,   360.33,     356.06,   360.76
1994, 11,   34653, 1994.8740,   360.04,   360.40,     360.18,   360.49,     360.04,   360.40
1994, 12,   34683, 1994.9562,   363.29,   360.96,     363.01,   360.65,     363.29,   360.96
1995, 01,   34714, 1995.0411,   363.50,   359.81,     364.53,   360.82,     363.50,   359.81
1995, 02,   34745, 1995.1260,   364.92,   360.57,     365.35,   361.00,     364.92,   360.57
1995, 03,   34773, 1995.2027,   366.71,   361.96,     365.92,   361.16,     366.71,   361.96
1995, 04,   34804, 1995.2877,   366.33,   361.40,     366.28,   361.34,     366.33,   361.40
1995, 05,   34834, 1995.3699,   365.75,   360.66,     366.61,   361.52,     365.75,   360.66
1995, 06,   34865, 1995.4548,   364.32,   361.32,     364.64,   361.71,     364.32,   361.32
1995, 07,   34895, 1995.5370,   358.60,   362.11,     358.25,   361.89,     358.60,   362.11
1995, 08,   34926, 1995.6219,   352.05,   361.88,     352.20,   362.09,     352.05,   361.88
1995, 09,   34957, 1995.7068,   353.46,   362.83,     352.97,   362.28,     353.46,   362.83
1995, 10,   34987, 1995.7890,   357.26,   361.99,     357.82,   362.46,     357.26,   361.99
1995, 11,   35018, 1995.8740,   362.32,   362.68,     362.34,   362.65,     362.32,   362.68
1995, 12,   35048, 1995.9562,   365.65,   363.31,     365.19,   362.82,     365.65,   363.31
1996, 01,   35079, 1996.0410,   366.94,   363.22,     366.72,   362.99,     366.94,   363.22
1996, 02,   35110, 1996.1257,   366.69,   362.32,     367.54,   363.16,     366.69,   362.32
1996, 03,   35139, 1996.2049,   367.62,   362.83,     368.11,   363.31,     367.62,   362.83
1996, 04,   35170, 1996.2896,   368.16,   363.19,     368.44,   363.46,     368.16,   363.19
1996, 05,   35200, 1996.3716,   369.13,   364.01,     368.72,   363.60,     369.13,   364.01
1996, 06,   35231, 1996.4563,   367.33,   364.38,     366.60,   363.73,     367.33,   364.38
1996, 07,   35261, 1996.5383,   361.52,   365.18,     360.06,   363.84,     361.52,   365.18
1996, 08,   35292, 1996.6230,   356.13,   366.06,     353.96,   363.94,     356.13,   366.06
1996, 09,   35323, 1996.7077,   354.52,   363.91,     354.68,   364.02,     354.52,   363.91
1996, 10,   35353, 1996.7896,   360.10,   364.81,     359.44,   364.08,     360.10,   364.81
1996, 11,   35384, 1996.8743,   363.81,   364.17,     363.84,   364.13,     363.81,   364.17
1996, 12,   35414, 1996.9563,   365.52,   363.16,     366.58,   364.19,     365.52,   363.16
1997, 01,   35445, 1997.0411,   368.33,   364.59,     367.99,   364.24,     368.33,   364.59
1997, 02,   35476, 1997.1260,   369.05,   364.65,     368.71,   364.30,     369.05,   364.65
1997, 03,   35504, 1997.2027,   368.15,   363.34,     369.18,   364.36,     368.15,   363.34
1997, 04,   35535, 1997.2877,   368.83,   363.83,     369.45,   364.45,     368.83,   363.83
1997, 05,   35565, 1997.3699,   369.48,   364.32,     369.69,   364.54,     369.48,   364.32
1997, 06,   35596, 1997.4548,   367.58,   364.54,     367.62,   364.65,     367.58,   364.54
1997, 07,   35626, 1997.5370,   360.84,   364.40,     361.09,   364.78,     360.84,   364.40
1997, 08,   35657, 1997.6219,   355.16,   365.11,     354.92,   364.92,     355.16,   365.11
1997, 09,   35688, 1997.7068,   356.01,   365.50,     355.66,   365.08,     356.01,   365.50
1997, 10,   35718, 1997.7890,   360.70,   365.49,     360.55,   365.25,     360.70,   365.49
1997, 11,   35749, 1997.8740,   364.74,   365.11,     365.12,   365.43,     364.74,   365.11
1997, 12,   35779, 1997.9562,   367.82,   365.45,     368.03,   365.62,     367.82,   365.45
1998, 01,   35810, 1998.0411,   369.43,   365.67,     369.61,   365.84,     369.43,   365.67
1998, 02,   35841, 1998.1260,   370.10,   365.68,     370.50,   366.07,     370.10,   365.68
1998, 03,   35869, 1998.2027,   370.88,   366.03,     371.14,   366.29,     370.88,   366.03
1998, 04,   35900, 1998.2877,   370.53,   365.50,     371.58,   366.55,     370.53,   365.50
1998, 05,   35930, 1998.3699,   371.54,   366.35,     371.99,   366.81,     371.54,   366.35
1998, 06,   35961, 1998.4548,   369.28,   366.22,     370.07,   367.09,     369.28,   366.22
1998, 07,   35991, 1998.5370,   364.49,   368.07,     363.65,   367.36,     364.49,   368.07
1998, 08,   36022, 1998.6219,   357.42,   367.43,     357.57,   367.63,     357.42,   367.43
1998, 09,   36053, 1998.7068,   360.55,   370.09,     358.41,   367.89,     360.55,   370.09
1998, 10,   36083, 1998.7890,   364.03,   368.84,     363.40,   368.12,     364.03,   368.84
1998, 11,   36114, 1998.8740,   368.71,   369.08,     368.03,   368.34,     368.71,   369.08
1998, 12,   36144, 1998.9562,   371.59,   369.21,     370.94,   368.53,     371.59,   369.21
1999, 01,   36175, 1999.0411,   372.65,   368.87,     372.49,   368.69,     372.65,   368.87
1999, 02,   36206, 1999.1260,   373.84,   369.39,     373.30,   368.84,     373.84,   369.39
1999, 03,   36234, 1999.2027,   373.77,   368.89,     373.83,   368.95,     373.77,   368.89
1999, 04,   36265, 1999.2877,   374.10,   369.04,     374.13,   369.07,     374.10,   369.04
1999, 05,   36295, 1999.3699,   374.50,   369.29,     374.38,   369.17,     374.50,   369.29
1999, 06,   36326, 1999.4548,   372.05,   368.97,     372.27,   369.27,     372.05,   368.97
1999, 07,   36356, 1999.5370,   364.81,   368.41,     365.63,   369.36,     364.81,   368.41
1999, 08,   36387, 1999.6219,   359.10,   369.17,     359.35,   369.47,     359.10,   369.17
1999, 09,   36418, 1999.7068,   359.66,   369.26,     360.04,   369.58,     359.66,   369.26
1999, 10,   36448, 1999.7890,   364.93,   369.77,     364.94,   369.70,     364.93,   369.77
1999, 11,   36479, 1999.8740,   369.79,   370.17,     369.50,   369.82,     369.79,   370.17
1999, 12,   36509, 1999.9562,   372.63,   370.23,     372.37,   369.94,     372.63,   370.23
2000, 01,   36540, 2000.0410,   373.23,   369.42,     373.89,   370.07,     373.23,   369.42
2000, 02,   36571, 2000.1257,   375.13,   370.65,     374.69,   370.20,     375.13,   370.65
2000, 03,   36600, 2000.2049,   374.83,   369.92,     375.24,   370.33,     374.83,   369.92
2000, 04,   36631, 2000.2896,   375.42,   370.32,     375.56,   370.47,     375.42,   370.32
2000, 05,   36661, 2000.3716,   376.18,   370.93,     375.84,   370.60,     376.18,   370.93
2000, 06,   36692, 2000.4563,   374.01,   371.00,     373.67,   370.73,     374.01,   371.00
2000, 07,   36722, 2000.5383,   366.52,   370.27,     366.98,   370.86,     366.52,   370.27
2000, 08,   36753, 2000.6230,   360.77,   370.95,     360.77,   370.99,     360.77,   370.95
2000, 09,   36784, 2000.7077,   361.78,   371.40,     361.56,   371.12,     361.78,   371.40
2000, 10,   36814, 2000.7896,   367.52,   372.35,     366.48,   371.23,     367.52,   372.35
2000, 11,   36845, 2000.8743,   370.55,   370.91,     371.04,   371.35,     370.55,   370.91
2000, 12,   36875, 2000.9563,   373.37,   370.96,     373.90,   371.45,     373.37,   370.96
2001, 01,   36906, 2001.0411,   376.15,   372.32,     375.40,   371.55,     376.15,   372.32
2001, 02,   36937, 2001.1260,   375.93,   371.43,     376.17,   371.65,     375.93,   371.43
2001, 03,   36965, 2001.2027,   376.44,   371.50,     376.68,   371.74,     376.44,   371.50
2001, 04,   36996, 2001.2877,   377.48,   372.37,     376.96,   371.84,     377.48,   372.37
2001, 05,   37026, 2001.3699,   377.67,   372.39,     377.21,   371.93,     377.67,   372.39
2001, 06,   37057, 2001.4548,   374.80,   371.69,     375.07,   372.03,     374.80,   371.69
2001, 07,   37087, 2001.5370,   367.38,   371.02,     368.36,   372.14,     367.38,   371.02
2001, 08,   37118, 2001.6219,   361.65,   371.85,     362.01,   372.25,     361.65,   371.85
2001, 09,   37149, 2001.7068,   363.41,   373.12,     362.73,   372.38,     363.41,   373.12
2001, 10,   37179, 2001.7890,   367.74,   372.63,     367.70,   372.51,     367.74,   372.63
2001, 11,   37210, 2001.8740,   373.17,   373.55,     372.34,   372.66,     373.17,   373.55
2001, 12,   37240, 2001.9562,   374.42,   372.00,     375.27,   372.81,     374.42,   372.00
2002, 01,   37271, 2002.0411,   376.64,   372.79,     376.84,   372.97,     376.64,   372.79
2002, 02,   37302, 2002.1260,   377.42,   372.89,     377.69,   373.14,     377.42,   372.89
2002, 03,   37330, 2002.2027,   378.26,   373.30,     378.28,   373.31,     378.26,   373.30
2002, 04,   37361, 2002.2877,   378.73,   373.58,     378.66,   373.51,     378.73,   373.58
2002, 05,   37391, 2002.3699,   379.01,   373.70,     379.02,   373.71,     379.01,   373.70
2002, 06,   37422, 2002.4548,   375.95,   372.82,     376.99,   373.94,     375.95,   372.82
2002, 07,   37452, 2002.5370,   370.76,   374.42,     370.36,   374.16,     370.76,   374.42
2002, 08,   37483, 2002.6219,   364.05,   374.30,     364.10,   374.41,     364.05,   374.30
2002, 09,   37514, 2002.7068,   365.36,   375.13,     364.95,   374.66,     365.36,   375.13
2002, 10,   37544, 2002.7890,   370.25,   375.17,     370.07,   374.91,     370.25,   375.17
2002, 11,   37575, 2002.8740,   374.04,   374.43,     374.85,   375.17,     374.04,   374.43
2002, 12,   37605, 2002.9562,   377.99,   375.55,     377.90,   375.43,     377.99,   375.55
2003, 01,   37636, 2003.0411,   379.02,   375.14,     379.58,   375.69,     379.02,   375.14
2003, 02,   37667, 2003.1260,   379.35,   374.79,     380.53,   375.96,     379.35,   374.79
2003, 03,   37695, 2003.2027,   380.88,   375.89,     381.19,   376.20,     380.88,   375.89
2003, 04,   37726, 2003.2877,   381.38,   376.20,     381.63,   376.45,     381.38,   376.20
2003, 05,   37756, 2003.3699,   382.38,   377.03,     382.03,   376.69,     382.38,   377.03
2003, 06,   37787, 2003.4548,   381.03,   377.88,     379.99,   376.92,     381.03,   377.88
2003, 07,   37817, 2003.5370,   373.78,   377.47,     373.29,   377.11,     373.78,   377.47
2003, 08,   37848, 2003.6219,   367.97,   378.28,     366.93,   377.30,     367.97,   378.28
2003, 09,   37879, 2003.7068,   368.55,   378.38,     367.70,   377.46,     368.55,   378.38
2003, 10,   37909, 2003.7890,   372.28,   377.24,     372.73,   377.60,     372.28,   377.24
2003, 11,   37940, 2003.8740,   377.72,   378.10,     377.40,   377.73,     377.72,   378.10
2003, 12,   37970, 2003.9562,   380.00,   377.55,     380.33,   377.84,     380.00,   377.55
2004, 01,   38001, 2004.0410,   382.45,   378.55,     381.85,   377.94,     382.45,   378.55
2004, 02,   38032, 2004.1257,   382.33,   377.75,     382.63,   378.04,     382.33,   377.75
2004, 03,   38061, 2004.2049,   381.58,   376.56,     383.17,   378.13,     381.58,   376.56
2004, 04,   38092, 2004.2896,   383.20,   377.98,     383.45,   378.24,     383.20,   377.98
2004, 05,   38122, 2004.3716,   383.56,   378.19,     383.70,   378.34,     383.56,   378.19
